Incident_ID,ResponseDate,CaseNumber,HundredBlock,Problem
"11/28/2018 09:30:05","2","PDACCB-Property Damage Acc","BPD181128-094861",""
"11/28/2018 03:09:15","2","DRUNKB-Drunk Person","BPD181128-094804",""
"11/28/2018 03:26:29","2","DRUNKB-Drunk Person","BPD181128-094806","20181128-0015175"
"11/28/2018 03:51:15","2","TRESP2B-Trespassing J/O","BPD181128-094809",""
"11/28/2018 08:11:14","2","PDACCB-Property Damage Acc","BPD181128-094833","20181128-0015181"
"11/28/2018 08:28:49","2","PDACCB-Property Damage Acc","BPD181128-094839","20181128-0015180"
"11/28/2018 08:32:12","2","PDACCB-Property Damage Acc","BPD181128-094840",""
"11/27/2018 22:21:20","2","NOISEB-Noise Complaint","BPD181127-094770",""
"11/27/2018 23:06:01","2","NOISEB-Noise Complaint","BPD181127-094777",""
"11/28/2018 01:20:17","2","NOISEB-Noise Complaint","BPD181128-094790",""
"11/28/2018 01:26:17","2","NOISEB-Noise Complaint","BPD181128-094792",""
"11/28/2018 01:42:06","2","NOISEB-Noise Complaint","BPD181128-094793",""
"11/28/2018 01:53:13","2","CIVILB - Civil Assist","BPD181128-094795",""
"11/27/2018 20:29:47","2","CRTRE2B - Criminal Tresp J/O","BPD181127-094753","20181127-0015166"
"11/27/2018 18:30:36","2","PDACCB-Property Damage Acc","BPD181127-094743","20181127-0015161"
"11/27/2018 17:22:50","2","HARAS1B-Harassment I/P","BPD181127-094728",""
"11/27/2018 17:53:23","2","PDACCB-Property Damage Acc","BPD181127-094733",""
"11/27/2018 16:21:34","2","CIVILB - Civil Assist","BPD181127-094716",""
"11/26/2018 22:33:32","2","SUSPI1B-Suspicious I/P","BPD181126-094519",""
"11/27/2018 16:42:38","2","CIVILB - Civil Assist","BPD181127-094723",""
"11/27/2018 15:31:01","2","TRESP2B-Trespassing J/O","BPD181127-094702",""
"11/27/2018 15:53:38","2","PDACCB-Property Damage Acc","BPD181127-094709","20181127-0015153"
"11/27/2018 15:09:40","2","HAZARB-Hazard","BPD181127-094692",""
"11/27/2018 15:20:42","2","TRESP2B-Trespassing J/O","BPD181127-094696",""
"11/27/2018 14:49:36","2","TRESP2B-Trespassing J/O","BPD181127-094685",""
"11/27/2018 14:11:56","2","NARCOB-Narcotics/Drug viol","BPD181127-094673",""
"11/27/2018 13:18:47","2","HAZARB-Hazard","BPD181127-094663",""
"11/27/2018 12:14:57","2","CIVILB - Civil Assist","BPD181127-094650",""
"11/27/2018 13:02:47","2","SUSPI2B-Suspicious J/O","BPD181127-094661",""
"11/27/2018 11:42:56","2","CIVILB - Civil Assist","BPD181127-094639",""
"11/27/2018 10:58:59","2","HAZARB-Hazard","BPD181127-094622",""
"11/27/2018 00:16:07","2","HARAS2B-Harassment J/O","BPD181127-094530",""
"11/27/2018 00:48:44","2","HARAS2B-Harassment J/O","BPD181126-094482",""
"11/26/2018 20:31:58","2","HAZARB-Hazard","BPD181126-094505",""
"11/26/2018 21:39:32","2","NOISEB-Noise Complaint","BPD181126-094514",""
"11/27/2018 02:05:24","2","HAZARB-Hazard","BPD181127-094538",""
"11/27/2018 03:05:28","2","HARAS1B-Harassment I/P","BPD181127-094543",""
"11/27/2018 06:35:52","2","SUSPI2B-Suspicious J/O","BPD181127-094550",""
"11/27/2018 06:36:00","2","NOISEB-Noise Complaint","BPD181127-094551",""
"11/27/2018 07:11:20","2","TRESP1B-Trespassing I/P","BPD181127-094553","20181127-0015129"
"11/27/2018 07:35:15","2","DISTU2B - Disturbance J/O","BPD181127-094557","20181127-0015130"
"11/27/2018 07:55:56","2","PDACCB-Property Damage Acc","BPD181127-094561","20181127-0015132"
"11/27/2018 08:08:10","2","PDACCB-Property Damage Acc","BPD181127-094564","20181127-0015133"
"11/26/2018 19:27:01","2","PDACCB-Property Damage Acc","BPD181126-094494","20181126-0015120"
"11/26/2018 18:14:31","2","CIVILB - Civil Assist","BPD181126-094483","20181126-0015119"
"11/26/2018 18:31:32","2","SUSPI1B-Suspicious I/P","BPD181126-094485",""
"11/26/2018 18:56:22","2","HARAS2B-Harassment J/O","BPD181126-094489",""
"11/26/2018 10:52:55","2","TRESP1B-Trespassing I/P","BPD181126-094334",""
"11/26/2018 16:54:41","2","CIVILB - Civil Assist","BPD181126-094464",""
"11/26/2018 17:09:13","2","PDACCB-Property Damage Acc","BPD181126-094469",""
"11/26/2018 17:25:35","2","PDACCB-Property Damage Acc","BPD181126-094474",""
"11/26/2018 17:53:55","2","PDACCB-Property Damage Acc","BPD181126-094478",""
"11/26/2018 16:32:53","2","DRUNKB-Drunk Person","BPD181126-094456",""
"11/26/2018 11:23:33","2","PDACCB-Property Damage Acc","BPD181126-094348",""
"11/26/2018 12:33:54","2","PDACCB-Property Damage Acc","BPD181126-094379",""
"11/26/2018 12:36:38","2","PDACCB-Property Damage Acc","BPD181126-094384",""
"11/26/2018 13:04:18","2","CIVILB - Civil Assist","BPD181126-094403",""
"11/26/2018 12:38:31","2","PDACCB-Property Damage Acc","BPD181126-094391","20181126-0015106"
"11/26/2018 15:55:18","2","PDACCB-Property Damage Acc","BPD181126-094446",""
"11/26/2018 10:27:49","2","NOISEB-Noise Complaint","BPD181126-094336",""
"11/25/2018 12:42:06","2","DRUNKB-Drunk Person","BPD181125-094154",""
"11/26/2018 10:16:49","2","PDACCB-Property Damage Acc","",""
"11/26/2018 08:42:06","2","PDACCB-Property Damage Acc","BPD181126-094302","20181126-0015096"
"11/26/2018 09:03:12","2","SUSPI2B-Suspicious J/O","BPD181126-094307",""
"11/25/2018 22:28:23","2","PDACCB-Property Damage Acc","BPD181125-094248","20181125-0015088"
"11/25/2018 23:53:47","2","NOISEB-Noise Complaint","BPD181125-094262",""
"11/26/2018 01:42:14","2","CIVILB - Civil Assist","BPD181126-094271",""
"11/25/2018 20:08:01","2","TRESP1B-Trespassing I/P","BPD181125-094225","20181125-0015086"
"11/25/2018 21:04:31","2","NOISEB-Noise Complaint","BPD181125-094228",""
"11/25/2018 19:19:49","2","SUSPI2B-Suspicious J/O","BPD181125-094218",""
"11/25/2018 16:33:25","2","DRUNKB-Drunk Person","BPD181125-094187",""
"11/25/2018 15:38:50","2","CIVILB - Civil Assist","",""
"11/25/2018 11:13:44","2","SUSPI2B-Suspicious J/O","BPD181125-094140",""
"11/25/2018 11:15:46","2","SUSPI2B-Suspicious J/O","BPD181125-094141",""
"11/25/2018 11:52:42","2","CIVILB - Civil Assist","BPD181125-094145",""
"11/24/2018 11:29:44","2","PDACCB-Property Damage Acc","BPD181124-093947",""
"11/25/2018 10:13:52","2","CIVILB - Civil Assist","BPD181125-094131",""
"11/25/2018 08:51:49","2","HAZARB-Hazard","BPD181125-094121",""
"11/25/2018 04:33:40","2","PDACCB-Property Damage Acc","BPD181125-094101",""
"11/24/2018 22:05:58","2","NOISEB-Noise Complaint","BPD181124-094066",""
"11/24/2018 20:51:01","2","DRUNKB-Drunk Person","BPD181124-094053",""
"11/24/2018 21:41:49","2","DISTU2B - Disturbance J/O","BPD181124-094059",""
"11/24/2018 21:46:42","2","TRESP2B-Trespassing J/O","BPD181124-094061",""
"11/24/2018 21:50:59","2","SUSPI1B-Suspicious I/P","BPD181124-094063",""
"11/24/2018 19:37:42","2","NOISEB-Noise Complaint","BPD181124-094043",""
"11/24/2018 12:24:39","2","HAZARB-Hazard","BPD181124-093964","20181124-0015054"
"11/24/2018 12:32:34","2","NOISEB-Noise Complaint","BPD181124-093965",""
"11/24/2018 11:39:23","2","DISTU2B - Disturbance J/O","BPD181124-093951","20181124-0015053"
"11/24/2018 02:25:53","2","TRESP1B-Trespassing I/P","BPD181124-093886",""
"11/24/2018 02:44:17","2","NOISEB-Noise Complaint","BPD181124-093888",""
"11/24/2018 03:49:38","2","SUSPI2B-Suspicious J/O","BPD181124-093895",""
"11/24/2018 05:39:13","2","TRESP1B-Trespassing I/P","BPD181124-093899",""
"11/24/2018 07:23:20","2","CIVILB - Civil Assist","BPD181124-093906",""
"11/24/2018 08:39:42","2","DISTU2B - Disturbance J/O","BPD181124-093914",""
"11/24/2018 09:08:41","2","ASSAU2B - Assault J/O","BPD181124-093915","20181124-0015048"
"11/23/2018 19:11:32","2","NOISEB-Noise Complaint","BPD181123-093834",""
"11/23/2018 19:14:13","2","SUSPI2B-Suspicious J/O","BPD181123-093835",""
"11/23/2018 22:55:51","2","SUSPI2B-Suspicious J/O","",""
"11/23/2018 23:43:45","2","TRESP1B-Trespassing I/P","BPD181123-093871","20181124-0015040"
"11/24/2018 00:43:15","2","SUSPI2B-Suspicious J/O","BPD181124-093880",""
"11/24/2018 01:25:50","2","SUSPI2B-Suspicious J/O","BPD181124-093884","20181124-0015044"
"11/23/2018 19:26:01","2","DRUNKB-Drunk Person","BPD181123-093837",""
"11/23/2018 19:30:47","2","SUSPI2B-Suspicious J/O","BPD181123-093839",""
"11/23/2018 20:02:15","2","SUSPI1B-Suspicious I/P","BPD181123-093841",""
"11/23/2018 21:57:56","2","NOISEB-Noise Complaint","BPD181123-093852",""
"11/23/2018 14:36:00","2","HAZARB-Hazard","BPD181123-093759",""
"11/23/2018 14:40:37","2","HAZARB-Hazard","BPD181123-093760",""
"11/23/2018 17:33:55","2","PDACCB-Property Damage Acc","BPD181123-093819","20181123-0015032"
"11/23/2018 13:38:18","2","DRUNKB-Drunk Person","BPD181123-093741","20181123-0015027"
"11/23/2018 13:55:30","2","CIVILB - Civil Assist","BPD181123-093738",""
"11/23/2018 09:14:46","2","HAZARB-Hazard","BPD181123-093668",""
"11/23/2018 09:52:22","2","CIVILB - Civil Assist","BPD181123-093681",""
"11/23/2018 10:24:43","2","HAZARB-Hazard","BPD181123-093686",""
"11/21/2018 22:45:35","2","DISTU2B - Disturbance J/O","BPD181121-093483",""
"11/23/2018 11:48:46","2","HARAS2B-Harassment J/O","BPD181123-093707",""
"11/21/2018 23:40:44","2","ASSAU2B - Assault J/O","BPD181121-093493",""
"11/22/2018 19:52:53","2","NOISEB-Noise Complaint","BPD181122-093588",""
"11/22/2018 20:38:19","2","SHOTS2B-Shots Heard J/O","BPD181122-093592",""
"11/22/2018 22:02:15","2","NOISEB-Noise Complaint","BPD181122-093600",""
"11/23/2018 01:13:12","2","NOISEB-Noise Complaint","BPD181123-093628",""
"11/22/2018 14:58:42","2","NOISEB-Noise Complaint","BPD181122-093572",""
"11/22/2018 17:49:57","2","HARAS2B-Harassment J/O","BPD181122-093583",""
"11/22/2018 18:15:20","2","NOISEB-Noise Complaint","BPD181122-093584",""
"11/22/2018 11:09:13","2","SUSPI2B-Suspicious J/O","BPD181122-093543",""
"11/22/2018 11:14:27","2","CIVILB - Civil Assist","BPD181122-093544",""
"11/22/2018 11:24:02","2","TRESP1B-Trespassing I/P","BPD181122-093546",""
"11/21/2018 16:48:07","2","SUSPI2B-Suspicious J/O","BPD181121-093419",""
"11/21/2018 20:54:30","2","HARAS2B-Harassment J/O","BPD181121-093469",""
"11/21/2018 20:55:31","2","SUSPI1B-Suspicious I/P","BPD181121-093470",""
"11/21/2018 18:27:49","2","DRUNKB-Drunk Person","BPD181121-093448",""
"11/21/2018 16:21:14","2","DRUNKB-Drunk Person","BPD181121-093410",""
"11/21/2018 15:45:53","2","PDACCB-Property Damage Acc","BPD181121-093397","20181121-0014978"
"11/21/2018 15:48:06","2","TRESP1B-Trespassing I/P","BPD181121-093398",""
"11/21/2018 15:21:23","2","PDACCB-Property Damage Acc","BPD181121-093383",""
"11/21/2018 15:30:56","2","PDACCB-Property Damage Acc","BPD181121-093391",""
"11/21/2018 14:11:02","2","TRESP1B-Trespassing I/P","BPD181121-093360",""
"11/21/2018 14:25:23","2","TRESP1B-Trespassing I/P","BPD181121-093363",""
"11/21/2018 15:23:59","2","PDACCB-Property Damage Acc","BPD181121-093386",""
"11/21/2018 15:26:24","2","PDACCB-Property Damage Acc","BPD181121-093387",""
"11/21/2018 13:43:17","2","TRESP1B-Trespassing I/P","BPD181121-093353",""
"11/21/2018 13:48:49","2","NOISEB-Noise Complaint","BPD181121-093354",""
"11/21/2018 09:38:52","2","CRTRE2B - Criminal Tresp J/O","BPD181121-093276",""
"11/21/2018 10:15:39","2","HAZARB-Hazard","BPD181121-093287",""
"11/21/2018 10:49:06","2","DISTU2B - Disturbance J/O","BPD181121-093298","20181121-0014967"
"11/21/2018 11:26:00","2","CIVILB - Civil Assist","BPD181121-093311",""
"11/21/2018 08:12:41","2","PDACCB-Property Damage Acc","BPD181121-093244","20181121-0014958"
"11/21/2018 08:49:16","2","PDACCB-Property Damage Acc","BPD181121-093259","20181121-0014961"
"11/20/2018 23:49:51","2","TRESP1B-Trespassing I/P","BPD181120-093203","20181121-0014953"
"11/21/2018 00:01:24","2","NOISEB-Noise Complaint","BPD181121-093204",""
"11/21/2018 00:02:04","2","DRUNKB-Drunk Person","BPD181121-093205","20181121-0014954"
"11/21/2018 02:00:08","2","NOISEB-Noise Complaint","BPD181121-093215",""
"11/21/2018 05:24:46","2","PDACCB-Property Damage Acc","BPD181121-093223","20181121-0014955"
"11/20/2018 22:00:22","2","NOISEB-Noise Complaint","BPD181120-093188",""
"11/20/2018 21:24:01","2","SUSPI2B-Suspicious J/O","BPD181120-093182",""
"11/20/2018 21:44:08","2","TRESP1B-Trespassing I/P","BPD181120-093186",""
"11/20/2018 17:59:20","2","TRESP2B-Trespassing J/O","BPD181120-093146",""
"11/20/2018 18:03:32","2","TRESP2B-Trespassing J/O","BPD181120-093147",""
"11/20/2018 18:44:30","2","PDACCB-Property Damage Acc","BPD181120-093161","20181120-0014947"
"11/20/2018 18:50:22","2","PDACCB-Property Damage Acc","BPD181120-093164","20181120-0014948"
"11/20/2018 19:04:34","2","SUSPI2B-Suspicious J/O","BPD181120-093168",""
"11/20/2018 19:39:37","2","SUSPI2B-Suspicious J/O","BPD181120-093166",""
"11/20/2018 17:05:25","2","LILAWB-Liquor Law","BPD181120-093132","20181120-0014940"
"11/20/2018 16:19:05","2","NOISEB-Noise Complaint","BPD181120-093120",""
"11/20/2018 09:43:28","2","INEXP2B-Indecent Exposure J/O","BPD181120-093010",""
"11/20/2018 15:19:43","2","DISTU2B - Disturbance J/O","BPD181120-093106",""
"11/20/2018 11:32:03","2","TRESP2B-Trespassing J/O","BPD181120-093036",""
"11/20/2018 11:37:37","2","PDACCB-Property Damage Acc","BPD181120-093039","20181120-0014925"
"11/20/2018 13:23:41","2","PDACCB-Property Damage Acc","BPD181120-093070",""
"11/20/2018 13:39:55","2","PDACCB-Property Damage Acc","BPD181120-093076",""
"11/20/2018 13:40:05","2","HAZARB-Hazard","BPD181120-093077",""
"11/20/2018 14:23:08","2","NOISEB-Noise Complaint","BPD181120-093091",""
"11/20/2018 14:29:01","2","NOISEB-Noise Complaint","BPD181120-093092",""
"11/20/2018 03:12:23","2","NOISEB-Noise Complaint","BPD181120-092971",""
"11/20/2018 06:23:12","2","HAZARB-Hazard","BPD181120-092980",""
"11/19/2018 22:24:56","2","DRUNKB-Drunk Person","BPD181119-092958",""
"11/19/2018 23:34:54","2","DRUNKB-Drunk Person","BPD181119-092962",""
"11/20/2018 01:14:52","2","NOISEB-Noise Complaint","BPD181120-092966",""
"11/20/2018 01:35:25","2","NOISEB-Noise Complaint","BPD181120-092967",""
"11/20/2018 08:05:38","2","HAZARB-Hazard","BPD181120-092985",""
"11/20/2018 09:53:33","2","PDACCB-Property Damage Acc","BPD181120-093016","20181120-0014921"
"11/19/2018 18:49:10","2","HARAS1B-Harassment I/P","BPD181119-092933",""
"11/19/2018 19:02:21","2","FRAUD2B-Fraud J/O","BPD181119-092936",""
"11/19/2018 17:17:32","2","DRUNKB-Drunk Person","BPD181119-092915",""
"11/19/2018 16:33:14","2","PDACCB-Property Damage Acc","BPD181119-092901",""
"11/19/2018 16:41:05","2","NOISEB-Noise Complaint","BPD181119-092904",""
"11/19/2018 17:02:22","2","PDACCB-Property Damage Acc","BPD181119-092908","20181119-0014906"
"11/19/2018 15:44:45","2","SUSPI2B-Suspicious J/O","BPD181119-092880",""
"11/19/2018 16:12:26","2","PDACCB-Property Damage Acc","BPD181119-092892",""
"11/19/2018 16:15:56","2","PDACCB-Property Damage Acc","BPD181119-092895",""
"11/19/2018 13:56:50","2","PDACCB-Property Damage Acc","BPD181119-092855","20181119-0014895"
"11/19/2018 14:16:17","2","SUSPI2B-Suspicious J/O","BPD181119-092858",""
"11/19/2018 14:41:55","2","CRTRE3B - Criminal Tresp C","BPD181119-092865","20181119-0014902"
"11/19/2018 14:51:10","2","SUSPI2B-Suspicious J/O","BPD181119-092868","20181119-0014898"
"11/19/2018 15:03:08","2","TRESP1B-Trespassing I/P","BPD181119-092869","20181119-0014900"
"11/19/2018 10:58:34","2","HARAS2B-Harassment J/O","BPD181119-092821",""
"11/18/2018 06:50:11","2","NOISEB-Noise Complaint","BPD181118-092567",""
"11/19/2018 13:43:41","2","PDACCB-Property Damage Acc","BPD181119-092849","20181119-0014893"
"11/19/2018 09:33:52","2","PDACCB-Property Damage Acc","BPD181119-092802","20181119-0014885"
"11/19/2018 07:48:44","2","CIVILB - Civil Assist","",""
"11/19/2018 09:00:41","2","SUSPI2B-Suspicious J/O","BPD181119-092792",""
"11/19/2018 09:08:03","2","ASSAU2B - Assault J/O","BPD181119-092794","20181119-0014883"
"11/18/2018 19:46:53","2","DRUNKB-Drunk Person","BPD181118-092701",""
"11/18/2018 20:01:36","2","HARAS2B-Harassment J/O","BPD181118-092703",""
"11/18/2018 23:45:45","2","NOISEB-Noise Complaint","BPD181118-092739",""
"11/19/2018 00:27:03","2","NOISEB-Noise Complaint","BPD181119-092750",""
"11/19/2018 00:43:43","2","NOISEB-Noise Complaint","BPD181119-092752",""
"11/19/2018 02:50:32","2","HARAS2B-Harassment J/O","BPD181119-092767",""
"11/18/2018 21:08:29","2","HARAS2B-Harassment J/O","BPD181118-092713",""
"11/18/2018 21:15:33","2","DRUNKB-Drunk Person","BPD181118-092714","20181118-0014876"
"11/18/2018 21:17:09","2","HARAS2B-Harassment J/O","BPD181118-092715",""
"11/18/2018 21:35:59","2","SUSPI2B-Suspicious J/O","BPD181118-092718",""
"11/18/2018 22:05:50","2","DRUNKB-Drunk Person","BPD181118-092722",""
"11/18/2018 22:09:19","2","NOISEB-Noise Complaint","BPD181118-092723",""
"11/18/2018 23:02:58","2","DRUNKB-Drunk Person","BPD181118-092731","20181118-0014878"
"11/18/2018 17:09:51","2","DISTU1B - Disturbance I/P","BPD181118-092673",""
"11/18/2018 14:24:47","2","PDACCB-Property Damage Acc","BPD181118-092640",""
"11/18/2018 15:15:27","2","HAZARB-Hazard","",""
"11/18/2018 15:51:08","2","PDACCB-Property Damage Acc","BPD181118-092656",""
"11/18/2018 11:37:35","2","TRESP1B-Trespassing I/P","BPD181118-092611",""
"11/18/2018 13:17:56","2","NOISEB-Noise Complaint","BPD181118-092630",""
"11/18/2018 12:37:35","2","TRESP1B-Trespassing I/P","BPD181118-092624",""
"11/18/2018 13:03:52","2","FRAUD2B-Fraud J/O","BPD181118-092627","20181118-0014864"
"11/18/2018 10:29:44","2","PDACCB-Property Damage Acc","BPD181118-092597","20181118-0014861"
"11/18/2018 09:01:54","2","HARAS2B-Harassment J/O","BPD181118-092583",""
"11/18/2018 02:16:06","2","NOISEB-Noise Complaint","BPD181118-092556",""
"11/18/2018 05:11:26","2","NOISEB-Noise Complaint","BPD181118-092562",""
"11/18/2018 01:34:44","2","NOISEB-Noise Complaint","BPD181118-092548","20181118-0014854"
"11/17/2018 20:25:04","2","PDACCB-Property Damage Acc","BPD181117-092507","20181117-0014849"
"11/17/2018 20:50:54","2","DISTU2B - Disturbance J/O","BPD181117-092515",""
"11/17/2018 21:11:32","2","SUSPI2B-Suspicious J/O","BPD181117-092518",""
"11/17/2018 21:51:42","2","DRUNKB-Drunk Person","BPD181117-092525",""
"11/17/2018 23:16:43","2","TRESP2B-Trespassing J/O","BPD181117-092537",""
"11/17/2018 23:32:26","2","CRTRE2B - Criminal Tresp J/O","BPD181117-092538","20181118-0014852"
"11/18/2018 00:13:06","2","TRESP1B-Trespassing I/P","BPD181118-092542","20181118-0014853"
"11/17/2018 19:14:12","2","DISTU2B - Disturbance J/O","BPD181117-092501",""
"11/17/2018 19:39:23","2","HARAS2B-Harassment J/O","BPD181117-092504","20181117-0014846"
"11/17/2018 16:20:00","2","PDACCB-Property Damage Acc","BPD181117-092461",""
"11/17/2018 17:16:02","2","NOISEB-Noise Complaint","BPD181117-092473",""
"11/17/2018 17:19:05","2","PDACCB-Property Damage Acc","BPDBC181117-092474",""
"11/17/2018 17:21:32","2","NOISEB-Noise Complaint","BPD181117-092476",""
"11/17/2018 18:00:49","2","TRESP1B-Trespassing I/P","BPD181117-092483",""
"11/17/2018 15:44:48","2","PDACCB-Property Damage Acc","BPD181117-092454","20181117-0014839"
"11/17/2018 15:52:58","2","PDACCB-Property Damage Acc","BPD181117-092457",""
"11/17/2018 03:48:40","2","DISTU2B - Disturbance J/O","BPD181117-092355",""
"11/17/2018 06:02:21","2","TRESP1B-Trespassing I/P","BPD181117-092371",""
"11/17/2018 10:48:25","2","LILAWB-Liquor Law","BPD181117-092404","20181117-0014828"
"11/17/2018 10:50:18","2","TRESP1B-Trespassing I/P","BPD181117-092405",""
"11/16/2018 17:28:18","2","PDACCB-Property Damage Acc","BPD181116-092249","20181116-0014806"
"11/16/2018 17:41:46","2","PDACCB-Property Damage Acc","BPD181116-092255","20181116-0014809"
"11/16/2018 17:46:21","2","PDACCB-Property Damage Acc","BPD181116-092256",""
"11/16/2018 14:31:40","2","DRUNKB-Drunk Person","BPD181116-092186",""
"11/16/2018 17:07:00","2","PDACCB-Property Damage Acc","BPD181116-092239","20181116-0014805"
"11/16/2018 17:23:58","2","SUSPI2B-Suspicious J/O","BPD181116-092244",""
"11/16/2018 18:26:35","2","HARAS1B-Harassment I/P","BPD181116-092269",""
"11/16/2018 18:40:17","2","TRESP2B-Trespassing J/O","BPD181116-092273",""
"11/17/2018 02:20:09","2","DRUNKB-Drunk Person","BPD181117-092346",""
"11/16/2018 20:39:48","2","PDACCB-Property Damage Acc","BPD181116-092296","20181116-0014817"
"11/16/2018 22:01:38","2","SUSPI2B-Suspicious J/O","BPD181116-092305",""
"11/16/2018 22:19:33","2","TRESP1B-Trespassing I/P","BPD181116-092307","20181116-0014819"
"11/16/2018 22:48:28","2","HAZARB-Hazard","BPD181116-092312",""
"11/16/2018 23:03:32","2","NOISEB-Noise Complaint","BPD181116-092317",""
"11/16/2018 23:57:31","2","HARAS2B-Harassment J/O","BPD181116-092329","20181117-0014821"
"11/17/2018 00:14:38","2","NOISEB-Noise Complaint","BPD181117-092332",""
"11/17/2018 00:52:01","2","NOISEB-Noise Complaint","BPD181117-092336",""
"11/17/2018 01:07:21","2","HAZARB-Hazard","BPD181117-092338",""
"11/17/2018 01:10:01","2","NOISEB-Noise Complaint","BPD181117-092339",""
"11/17/2018 01:10:40","2","NOISEB-Noise Complaint","BPD181117-092340",""
"11/17/2018 01:23:28","2","NOISEB-Noise Complaint","BPD181117-092342",""
"11/17/2018 01:34:40","2","NOISEB-Noise Complaint","BPD181117-092343",""
"11/17/2018 01:38:49","2","NOISEB-Noise Complaint","BPD181117-092344",""
"11/16/2018 16:19:47","2","CIVILB - Civil Assist","BPD181116-092224",""
"11/16/2018 15:06:16","2","PDACCB-Property Damage Acc","BPD181116-092201","20181116-0014799"
"11/16/2018 15:17:14","2","HARAS1B-Harassment I/P","BPD181116-092208",""
"11/16/2018 15:26:00","2","DRUNKB-Drunk Person","BPD181116-092210",""
"11/16/2018 15:26:02","2","PDACCB-Property Damage Acc","BPD181116-092211",""
"11/16/2018 15:28:04","2","PDACCB-Property Damage Acc","BPD181116-092212","20181116-0014801"
"11/16/2018 15:35:02","2","DRUNKB-Drunk Person","BPD181116-092215",""
"11/16/2018 15:59:10","2","CIVILB - Civil Assist","",""
"11/16/2018 11:11:36","2","HAZARB-Hazard","BPD181116-092115",""
"11/16/2018 12:11:11","2","PDACCB-Property Damage Acc","BPD181116-092143",""
"11/16/2018 11:53:31","2","DRUNKB-Drunk Person","BPD181116-092134",""
"11/16/2018 12:34:31","2","CRTRE2B - Criminal Tresp J/O","BPD181116-092154",""
"11/16/2018 13:04:33","2","CRMIS2B -Criminal Mis J/O","BPD181116-092159","20181116-0014795"
"11/16/2018 08:36:45","2","PDACCB-Property Damage Acc","BPD181116-092050","20181116-0014782"
"11/16/2018 03:19:54","2","TRESP2B-Trespassing J/O","BPD181116-092016",""
"11/16/2018 03:55:27","2","DISTU2B - Disturbance J/O","BPD181116-092018",""
"11/16/2018 05:10:55","2","TRESP1B-Trespassing I/P","BPD181116-092020",""
"11/16/2018 09:41:08","2","CIVILB - Civil Assist","BPD181116-092073",""
"11/15/2018 23:29:58","2","NOISEB-Noise Complaint","BPD181115-091994",""
"11/15/2018 23:52:27","2","NOISEB-Noise Complaint","BPD181115-092000",""
"11/16/2018 00:05:42","2","NOISEB-Noise Complaint","BPD181116-092002",""
"11/15/2018 22:25:26","2","NOISEB-Noise Complaint","BPD181115-091984",""
"11/15/2018 11:05:17","2","TRESP1B-Trespassing I/P","BPD181115-091789",""
"11/15/2018 21:47:27","2","SUSPI2B-Suspicious J/O","BPD181115-091976",""
"11/15/2018 21:29:17","2","SUSPI2B-Suspicious J/O","BPD181115-091974",""
"11/15/2018 17:35:33","2","TRESP1B-Trespassing I/P","BPD181115-091927",""
"11/15/2018 17:28:18","2","PDACCB-Property Damage Acc","BPD181115-091925","20181115-0014764"
"11/15/2018 20:08:04","2","PDACCB-Property Damage Acc","BPD181115-091952","20181115-0014770"
"11/15/2018 20:25:15","2","NOISEB-Noise Complaint","BPD181115-091957",""
"11/15/2018 20:59:13","2","PDACCB-Property Damage Acc","BPD181115-091965","20181115-0014773"
"11/15/2018 21:01:23","2","DISTU1B - Disturbance I/P","BPD181115-091966",""
"11/15/2018 18:08:07","2","TRESP1B-Trespassing I/P","BPD181115-091936",""
"11/15/2018 18:42:13","2","SUSPI1B-Suspicious I/P","BPD181115-091940",""
"11/15/2018 18:43:44","2","HARAS2B-Harassment J/O","BPD181115-091942",""
"11/15/2018 14:24:33","2","NOISEB-Noise Complaint","BPD181115-091854",""
"11/15/2018 14:29:08","2","SUSPI1B-Suspicious I/P","BPD181115-091855",""
"11/15/2018 14:33:05","2","PDACCB-Property Damage Acc","BPD181115-091858","20181115-0014752"
"11/15/2018 14:34:47","2","HAZARB-Hazard","BPD181115-091859",""
"11/15/2018 14:46:43","2","PDACCB-Property Damage Acc","BPD181115-091862","20181115-0014753"
"11/15/2018 14:21:42","2","ASSISB-Assist","BPD181115-091851",""
"11/15/2018 16:37:15","2","SUSPI2B-Suspicious J/O","BPD181115-091907",""
"11/15/2018 17:14:16","2","PDACCB-Property Damage Acc","BPD181115-091917","20181115-0014763"
"11/15/2018 12:59:31","2","PDACCB-Property Damage Acc","BPD181115-091819","20181115-0014744"
"11/15/2018 10:39:31","2","PDACCB-Property Damage Acc","BPD181115-091771",""
"11/15/2018 08:11:01","2","TRESP2B-Trespassing J/O","BPD181115-091725",""
"11/15/2018 08:55:56","2","DISTU2B - Disturbance J/O","BPD181115-091736",""
"06/04/2019 21:36:04","2","CRMIS2B -Criminal Mis J/O","BPD190604-041865",""
"11/15/2018 07:10:35","2","PDACCB-Property Damage Acc","BPD181115-091717",""
"11/15/2018 02:22:19","2","NOISEB-Noise Complaint","BPD181115-091700",""
"11/15/2018 02:23:33","2","CRTRE2B - Criminal Tresp J/O","BPD181115-091701","20181115-0014725"
"11/15/2018 01:01:56","2","NOISEB-Noise Complaint","BPD181115-091694",""
"06/04/2019 22:28:33","2","NOISEB-Noise Complaint","BPD190604-041874",""
