,Incident_ID,Case Number,Date,Time,Problem,Code,Hundred Block,Status
953,1,NaN,03/12/2019,20:22:10, Disturbance ,DISTU1B ,BPD190312-018348,I/P
954,1,20190312-0002637,03/12/2019,19:11:08,Trespassing ,TRESP1B,BPD190312-018336,I/P
955,1,20190312-0002641,03/12/2019,22:17:03, Disturbance ,DISTU1B ,BPD190312-018377,I/P
956,1,NaN,03/13/2019,01:17:49,Suspicious ,SUSPI1B,BPD190313-018401,I/P
957,1,NaN,03/13/2019,01:33:56,Sex Assault ,SASL2B,BPD190313-018405,J/O
958,1,20190313-0002648,03/13/2019,03:57:42, Disturbance ,DISTU1B ,BPD190313-018424,I/P
959,1,NaN,03/13/2019,08:37:56,Trespassing ,TRESP1B,BPD190313-018445,I/P
960,1,NaN,03/13/2019,12:05:40,Harassment ,HARAS1B,BPD190313-018496,I/P
961,1,NaN,03/13/2019,16:06:58, Disturbance ,DISTU1B ,BPD190313-018545,I/P
962,1,NaN,03/13/2019,19:40:33, Disturbance ,DISTU1B ,BPD190313-018576,I/P
963,1,20190313-0002668,03/13/2019,20:34:35, Disturbance ,DISTU1B ,BPD190313-018584,I/P
964,1,NaN,03/13/2019,20:36:06,Trespassing ,TRESP1B,BPD190313-018585,I/P
965,1,NaN,03/13/2019,23:32:46, Disturbance ,DISTU1B ,BPD190313-018602,I/P
966,1,NaN,03/13/2019,21:18:29, Disturbance ,DISTU1B ,BPD190313-018591,I/P
967,1,NaN,03/14/2019,07:14:28,Trespassing ,TRESP1B,BPD190314-018627,I/P
968,1,NaN,03/14/2019,07:16:28,Trespassing ,TRESP1B,BPD190314-018628,I/P
969,1,NaN,03/14/2019,07:17:50, Disturbance ,DISTU1B ,BPD190314-018629,I/P
970,1,NaN,03/14/2019,13:38:55, Disturbance ,DISTU1B ,BPD190314-018732,I/P
971,1,NaN,03/14/2019,15:51:22,Suspicious ,SUSPI1B,BPD190314-018764,I/P
972,1,NaN,03/14/2019,18:22:08,Trespassing ,TRESP1B,BPD190314-018807,I/P
973,1,20190314-0002702,03/14/2019,20:24:26, Disturbance ,DISTU1B ,BPD190314-018825,I/P
974,1,NaN,03/14/2019,21:33:12,Suspicious ,SUSPI1B,BPD190314-018836,I/P
975,1,NaN,03/14/2019,22:25:54,Trespassing ,TRESP1B,BPD190314-018843,I/P
976,1,NaN,03/15/2019,02:39:43,Suspicious ,SUSPI1B,BPD190315-018871,I/P
977,1,NaN,03/15/2019,05:15:44,Trespassing ,TRESP1B,BPD190315-018874,I/P
978,1,NaN,03/15/2019,05:49:04, Disturbance ,DISTU1B ,BPD190315-018880,I/P
979,1,NaN,03/14/2019,22:35:54,Suspicious ,SUSPI1B,BPD190314-018845,I/P
980,1,NaN,03/15/2019,13:04:51,Suspicious ,SUSPI1B,BPD190315-018965,I/P
981,1,NaN,03/15/2019,14:11:47,Suspicious ,SUSPI1B,BPD190315-018983,I/P
982,1,NaN,03/15/2019,12:27:33, Disturbance ,DISTU1B ,BPD190315-018952,I/P
983,1,NaN,03/15/2019,14:44:25,Suspicious ,SUSPI1B,BPD190315-018996,I/P
984,1,NaN,03/15/2019,15:17:17,Trespassing ,TRESP1B,BPD190315-019007,I/P
985,1,NaN,03/15/2019,15:24:46,Harassment ,HARAS1B,BPD190315-019010,I/P
986,1,20190315-0002731,03/15/2019,17:04:34,Trespassing ,TRESP1B,BPD190315-019051,I/P
987,1,NaN,03/15/2019,16:36:24,Indecent Exposure ,INEXP1B,BPD190315-019036,I/P
988,1,NaN,03/15/2019,17:45:34, Disturbance ,DISTU1B ,BPD190315-019067,I/P
989,1,20190315-0002747,03/15/2019,21:44:40, Disturbance ,DISTU1B ,BPD190315-019108,I/P
990,1,20190315-0002743,03/15/2019,20:48:03, Disturbance ,DISTU1B ,BPD190315-019102,I/P
991,1,20190316-0002752,03/16/2019,00:40:09, Disturbance ,DISTU1B ,BPD190316-019142,I/P
992,1,NaN,03/16/2019,00:40:37, Disturbance ,DISTU1B ,BPD190316-019143,I/P
993,1,20190316-0002753,03/16/2019,00:45:11, Disturbance ,DISTU1B ,BPD190316-019145,I/P
994,1,NaN,03/16/2019,01:00:51, Disturbance ,DISTU1B ,BPD190316-019147,I/P
995,1,20190316-0002750,03/15/2019,23:35:23, Disturbance ,DISTU1B ,BPD190315-019131,I/P
996,1,20190316-0002751,03/15/2019,23:49:26, Disturbance ,DISTU1B ,BPD190315-019132,I/P
997,1,NaN,03/16/2019,00:24:12,Suspicious ,SUSPI1B,BPD190316-019137,I/P
998,1,NaN,03/16/2019,01:23:18, Disturbance ,DISTU1B ,BPD190316-019155,I/P
999,1,NaN,03/16/2019,11:43:44,Suspicious ,SUSPI1B,BPD190316-019234,I/P
1000,1,20190316-0002765,03/16/2019,11:57:02,Trespassing ,TRESP1B,BPD190316-019236,I/P
1001,1,NaN,03/16/2019,13:53:18,Suspicious ,SUSPI1B,BPD190316-019281,I/P
1002,1,NaN,03/16/2019,15:07:12,Suspicious ,SUSPI1B,BPDBC190316-019309,I/P
1003,1,20190316-0002779,03/16/2019,16:18:33, Disturbance ,DISTU1B ,BPD190316-019328,I/P
1004,1,NaN,03/16/2019,16:19:34, Criminal Tresp ,CRTRE1B ,BPD190316-019329,I/P
1005,1,NaN,03/16/2019,17:24:21, Disturbance ,DISTU1B ,BPD190316-019351,I/P
1006,1,20190316-0002790,03/16/2019,17:58:53, Disturbance ,DISTU1B ,BPD190316-019366,I/P
1007,1,20190316-0002793,03/16/2019,18:21:42,Trespassing ,TRESP1B,BPD190316-019373,I/P
1008,1,NaN,03/16/2019,19:38:49,Harassment ,HARAS1B,BPD190316-019390,I/P
1009,1,NaN,03/16/2019,21:42:14,Shots Heard ,SHOTS1B,BPD190316-019414,I/P
1010,1,NaN,03/16/2019,22:44:00,Trespassing ,TRESP1B,BPD190316-019438,I/P
1011,1,NaN,03/16/2019,22:46:38,Trespassing ,TRESP1B,BPD190316-019439,I/P
1012,1,NaN,03/16/2019,22:51:25, Disturbance ,DISTU1B ,BPD190316-019441,I/P
1013,1,NaN,03/16/2019,23:03:35,Suspicious ,SUSPI1B,BPD190316-019442,I/P
1014,1,NaN,03/16/2019,23:03:39,Trespassing ,TRESP1B,BPD190316-019443,I/P
1015,1,NaN,03/17/2019,00:07:52,Trespassing ,TRESP1B,BPD190317-019462,I/P
1016,1,NaN,03/17/2019,00:46:27, Disturbance ,DISTU1B ,BPD190317-019474,I/P
1017,1,NaN,03/17/2019,01:18:31, Disturbance ,DISTU1B ,BPD190317-019481,I/P
1018,1,NaN,03/17/2019,01:25:37,Trespassing ,TRESP1B,BPD190317-019483,I/P
1019,1,NaN,03/17/2019,02:01:27, Disturbance ,DISTU1B ,BPD190317-019487,I/P
1020,1,20190317-0002808,03/17/2019,02:28:41,Shooting,SHOOTB,BPD190317-019490,Completed
1021,1,NaN,03/17/2019,03:14:17, Disturbance ,DISTU1B ,BPD190317-019495,I/P
1022,1,NaN,03/17/2019,03:34:50, Disturbance ,DISTU1B ,BPD190317-019496,I/P
1023,1,NaN,03/17/2019,08:05:15,Trespassing ,TRESP1B,BPD190317-019518,I/P
1024,1,NaN,03/17/2019,08:38:38,Trespassing ,TRESP1B,BPDBC190317-019521,I/P
1025,1,NaN,03/17/2019,11:34:08,Trespassing ,TRESP1B,BPD190317-019559,I/P
1026,1,NaN,03/17/2019,14:54:07,Suspicious ,SUSPI1B,BPD190317-019622,I/P
1027,1,NaN,03/17/2019,16:24:19,Trespassing ,TRESP1B,BPD190317-019654,I/P
1028,1,NaN,03/17/2019,20:17:03,Trespassing ,TRESP1B,BPD190317-019708,I/P
1029,1,NaN,03/17/2019,19:29:15,Suspicious ,SUSPI1B,BPD190317-019699,I/P
1030,1,20190317-0002842,03/17/2019,21:02:17, Disturbance ,DISTU1B ,BPD190317-019722,I/P
1031,1,20190317-0002846,03/17/2019,23:17:08,Trespassing ,TRESP1B,BPD190317-019749,I/P
1032,1,NaN,03/17/2019,23:31:36, Disturbance ,DISTU1B ,BPD190317-019750,I/P
1033,1,20190318-0002847,03/17/2019,23:35:37, Disturbance ,DISTU1B ,BPD190317-019752,I/P
1034,1,NaN,03/17/2019,23:37:54, Disturbance ,DISTU1B ,BPD190317-019753,I/P
1035,1,NaN,03/17/2019,23:39:30,Suspicious ,SUSPI1B,BPD190317-019754,I/P
1036,1,NaN,03/18/2019,01:15:22, Disturbance ,DISTU1B ,BPD190318-019764,I/P
1037,1,NaN,03/18/2019,01:22:03,Trespassing ,TRESP1B,BPD190318-019765,I/P
1038,1,NaN,03/18/2019,08:06:35, Disturbance ,DISTU1B ,BPD190318-019798,I/P
1039,1,NaN,03/18/2019,09:46:58,Trespassing ,TRESP1B,BPD190318-019825,I/P
1040,1,NaN,03/18/2019,10:05:24,Trespassing ,TRESP1B,BPD190318-019832,I/P
1041,1,NaN,03/18/2019,11:41:44, Disturbance ,DISTU1B ,BPD190318-019860,I/P
1042,1,NaN,03/18/2019,16:49:47,Suspicious ,SUSPI1B,BPD190318-019961,I/P
1043,1,NaN,03/18/2019,17:05:31, Disturbance ,DISTU1B ,BPD190318-019968,I/P
1044,1,NaN,03/18/2019,18:08:44,Trespassing ,TRESP1B,BPD190318-019984,I/P
1045,1,NaN,03/18/2019,20:36:03,Harassment ,HARAS1B,BPD190318-020005,I/P
1046,1,NaN,03/19/2019,04:44:06,Trespassing ,TRESP1B,BPD190319-020032,I/P
1047,1,NaN,03/18/2019,23:53:19, Disturbance ,DISTU1B ,BPD190318-020022,I/P
1048,1,NaN,03/19/2019,09:22:07,Harassment ,HARAS1B,BPD190319-020067,I/P
1049,1,NaN,03/19/2019,10:05:21,Harassment ,HARAS1B,BPD190319-020080,I/P
1050,1,NaN,03/19/2019,10:08:16, Criminal Tresp ,CRTRE1B ,BPD190319-020081,I/P
1051,1,20190319-0002921,03/19/2019,13:44:19, Disturbance ,DISTU1B ,BPD190319-020158,I/P
1052,1,20190319-0002934,03/19/2019,16:39:37, Disturbance ,DISTU1B ,BPD190319-020217,I/P
1053,1,20190319-0002940,03/19/2019,18:10:47,Trespassing ,TRESP1B,BPD190319-020242,I/P
1054,1,NaN,03/19/2019,21:07:20, Disturbance ,DISTU1B ,BPD190319-020276,I/P
1055,1,NaN,03/19/2019,21:15:39, Disturbance ,DISTU1B ,BPD190319-020277,I/P
1056,1,NaN,03/20/2019,01:46:14, Disturbance ,DISTU1B ,BPD190320-020304,I/P
1057,1,NaN,03/19/2019,22:39:47,Trespassing ,TRESP1B,BPD190319-020294,I/P
1058,1,NaN,03/20/2019,09:09:03,Suspicious ,SUSPI1B,BPD190320-020341,I/P
1059,1,NaN,03/20/2019,10:16:26, Disturbance ,DISTU1B ,BPD190320-020364,I/P
1060,1,NaN,03/20/2019,10:26:55, Disturbance ,DISTU1B ,BPD190320-020366,I/P
1061,1,NaN,03/20/2019,10:30:44, Disturbance ,DISTU1B ,BPD190320-020369,I/P
1062,1,NaN,03/20/2019,14:22:09,Weapon ,WEAPO1B,BPDBC190320-020451,I/P
1063,1,NaN,03/20/2019,13:45:11,Trespassing ,TRESP1B,BPD190320-020440,I/P
1064,1,20190320-0002979,03/20/2019,18:58:52, Disturbance ,DISTU1B ,BPD190320-020539,I/P
1065,1,NaN,03/20/2019,19:20:32, Disturbance ,DISTU1B ,BPD190320-020543,I/P
1066,1,NaN,03/20/2019,19:42:35, Disturbance ,DISTU1B ,BPD190320-020548,I/P
1067,1,20190320-0002981,03/20/2019,20:20:01,Trespassing ,TRESP1B,BPD190320-020551,I/P
1068,1,NaN,03/20/2019,21:30:08,Shots Heard ,SHOTS1B,BPD190320-020560,I/P
1069,1,20190320-0002986,03/20/2019,22:44:24,Trespassing ,TRESP1B,BPD190320-020575,I/P
1070,1,NaN,03/20/2019,22:44:54, Disturbance ,DISTU1B ,BPD190320-020576,I/P
1071,1,NaN,03/20/2019,21:49:14, Disturbance ,DISTU1B ,BPD190320-020564,I/P
1072,1,20190321-0002990,03/21/2019,03:38:05, Disturbance ,DISTU1B ,BPD190321-020600,I/P
1073,1,NaN,03/21/2019,04:08:52, Disturbance ,DISTU1B ,BPD190321-020601,I/P
1074,1,NaN,03/21/2019,06:28:51,Suspicious ,SUSPI1B,BPDBC190321-020608,I/P
1075,1,20190321-0002994,03/21/2019,07:29:32,Suspicious ,SUSPI1B,BPD190321-020616,I/P
1076,1,NaN,03/21/2019,11:22:14,Trespassing ,TRESP1B,BPD190321-020677,I/P
1077,1,20190321-0003007,03/21/2019,13:01:40,Suspicious ,SUSPI1B,BPD190321-020700,I/P
1078,1,NaN,03/21/2019,12:24:35, Disturbance ,DISTU1B ,BPD190321-020688,I/P
1079,1,NaN,03/21/2019,13:53:14,Suspicious ,SUSPI1B,BPD190321-020719,I/P
1080,1,NaN,03/21/2019,14:25:40,Suspicious ,SUSPI1B,BPD190321-020730,I/P
1081,1,NaN,03/21/2019,14:40:54, Disturbance ,DISTU1B ,BPD190321-020734,I/P
1082,1,20190321-0003010,03/21/2019,15:47:36, Disturbance ,DISTU1B ,BPD190321-020769,I/P
1083,1,NaN,03/21/2019,15:58:54,Suspicious ,SUSPI1B,BPD190321-020771,I/P
1084,1,NaN,03/21/2019,16:18:10,Menacing ,MENAC1B,BPD190321-020776,I/P
1085,1,NaN,03/21/2019,16:51:07, Disturbance ,DISTU1B ,BPD190321-020787,I/P
1086,1,NaN,03/21/2019,16:55:05,Suspicious ,SUSPI1B,BPD190321-020789,I/P
1087,1,NaN,03/21/2019,15:02:03,Suspicious ,SUSPI1B,BPD190321-020749,I/P
1088,1,NaN,03/21/2019,15:37:54, Disturbance ,DISTU1B ,BPD190321-020764,I/P
1089,1,20190321-0003018,03/21/2019,15:41:51,Drunk Person,DRUNKB,BPD190321-020767,Completed
1090,1,NaN,03/21/2019,19:01:39, Disturbance ,DISTU1B ,BPD190321-020837,I/P
1091,1,20190321-0003023,03/21/2019,20:07:55, Criminal Mis ,CRMIS1B ,BPD190321-020848,I/P
1092,1,NaN,03/21/2019,21:31:53,Trespassing ,TRESP1B,BPD190321-020860,I/P
1093,1,NaN,03/21/2019,23:29:38,Suspicious ,SUSPI1B,BPD190321-020890,I/P
1094,1,NaN,03/21/2019,23:08:34, Disturbance ,DISTU1B ,BPD190321-020886,I/P
1095,1,NaN,03/22/2019,01:34:49, Criminal Tresp ,CRTRE1B ,BPD190322-020901,I/P
1096,1,NaN,03/22/2019,02:13:13, Disturbance ,DISTU1B ,BPD190322-020904,I/P
1097,1,NaN,03/22/2019,02:24:49,Suspicious ,SUSPI1B,BPD190322-020905,I/P
1098,1,NaN,03/22/2019,05:50:42,Trespassing ,TRESP1B,BPD190322-020919,I/P
1099,1,NaN,03/22/2019,06:00:19, Disturbance ,DISTU1B ,BPD190322-020920,I/P
1100,1,NaN,03/22/2019,03:57:01, Disturbance ,DISTU1B ,BPD190322-020911,I/P
1101,1,20190322-0003033,03/22/2019,04:01:31, Criminal Mis ,CRMIS1B ,BPD190322-020913,I/P
1102,1,NaN,03/22/2019,08:36:08,Trespassing ,TRESP1B,BPD190322-020937,I/P
1103,1,NaN,03/22/2019,12:40:25, Disturbance ,DISTU1B ,BPD190322-021016,I/P
1104,1,20190322-0003048,03/22/2019,13:08:34, Disturbance ,DISTU1B ,BPD190322-021025,I/P
1105,1,NaN,03/22/2019,13:27:41,Suspicious ,SUSPI1B,BPD190322-021031,I/P
1106,1,NaN,03/22/2019,15:01:29, Disturbance ,DISTU1B ,BPD190322-021067,I/P
1107,1,NaN,03/22/2019,15:07:41, Disturbance ,DISTU1B ,BPD190322-021068,I/P
1108,1,NaN,03/22/2019,15:23:27,Harassment ,HARAS1B,BPD190322-021072,I/P
1109,1,NaN,03/22/2019,12:07:16, Disturbance ,DISTU1B ,BPD190322-021010,I/P
1110,1,20190322-0003062,03/22/2019,17:45:20,Assault ,ASSAU1B,BPD190322-021131,I/P
1111,1,20190322-0003064,03/22/2019,18:16:37, Disturbance ,DISTU1B ,BPD190322-021138,I/P
1112,1,NaN,03/22/2019,19:35:32, Disturbance ,DISTU1B ,BPD190322-021147,I/P
1113,1,NaN,03/22/2019,22:45:23, Disturbance ,DISTU1B ,BPD190322-021176,I/P
1114,1,NaN,03/23/2019,01:51:05, Disturbance ,DISTU1B ,BPD190323-021207,I/P
1115,1,NaN,03/23/2019,04:37:34, Disturbance ,DISTU1B ,BPD190323-021219,I/P
1116,1,20190323-0003079,03/23/2019,05:18:29, Disturbance ,DISTU1B ,BPD190323-021220,I/P
1117,1,20190323-0003082,03/23/2019,07:20:58,Trespassing ,TRESP1B,BPD190323-021231,I/P
1118,1,NaN,03/23/2019,08:58:59, Disturbance ,DISTU1B ,BPD190323-021250,I/P
1119,1,20190323-0003101,03/23/2019,13:04:53, Disturbance ,DISTU1B ,BPD190323-021324,I/P
1120,1,20190323-0003084,03/23/2019,08:06:04, Disturbance ,DISTU1B ,BPD190323-021240,I/P
1121,1,NaN,03/23/2019,17:27:40,Trespassing ,TRESP1B,BPD190323-021389,I/P
1122,1,NaN,03/23/2019,18:04:22,Trespassing ,TRESP1B,BPDBC190323-021403,I/P
1123,1,NaN,03/23/2019,19:11:00,Suspicious ,SUSPI1B,BPD190323-021419,I/P
1124,1,20190323-0003113,03/23/2019,20:20:32, Disturbance ,DISTU1B ,BPD190323-021430,I/P
1125,1,NaN,03/23/2019,23:57:49,Trespassing ,TRESP1B,BPD190323-021466,I/P
1126,1,NaN,03/24/2019,00:22:55, Disturbance ,DISTU1B ,BPD190324-021473,I/P
1127,1,20190324-0003120,03/24/2019,00:56:43, Disturbance ,DISTU1B ,BPD190324-021477,I/P
1128,1,NaN,03/23/2019,22:35:21,Trespassing ,TRESP1B,BPD190323-021454,I/P
1129,1,NaN,03/24/2019,01:10:10, Disturbance ,DISTU1B ,BPD190324-021480,I/P
1130,1,20190324-0003124,03/24/2019,02:41:26,Other Agency Assis,OAAB,BPDBC190324-021486,Completed
1131,1,NaN,03/24/2019,03:13:09,Suspicious ,SUSPI1B,BPD190324-021488,I/P
1132,1,20190324-0003125,03/24/2019,07:41:08, Disturbance ,DISTU1B ,BPD190324-021503,I/P
1133,1,NaN,03/24/2019,10:41:45, Disturbance ,DISTU1B ,BPD190324-021538,I/P
1134,1,NaN,03/24/2019,11:04:56, Disturbance ,DISTU1B ,BPD190324-021545,I/P
1135,1,NaN,03/24/2019,15:07:47, Disturbance ,DISTU1B ,BPD190324-021597,I/P
1136,1,NaN,03/24/2019,15:38:37,Suspicious ,SUSPI1B,BPD190324-021606,I/P
1137,1,NaN,03/24/2019,16:51:04,Suspicious ,SUSPI1B,BPD190324-021625,I/P
1138,1,20190324-0003137,03/24/2019,18:26:26,Assist,ASSISB,BPD190324-021642,Completed
1139,1,NaN,03/24/2019,17:51:48,Trespassing ,TRESP1B,BPD190324-021636,I/P
1140,1,NaN,03/24/2019,21:04:22,Indecent Exposure ,INEXP1B,BPD190324-021659,I/P
1141,1,NaN,03/24/2019,21:53:42,Trespassing ,TRESP1B,BPD190324-021664,I/P
1142,1,20190325-0003145,03/24/2019,23:11:15,Trespassing ,TRESP1B,BPD190324-021679,I/P
1143,1,NaN,03/24/2019,23:28:55,Trespassing ,TRESP1B,BPD190324-021682,I/P
1144,1,20190325-0003146,03/25/2019,01:53:12, Disturbance ,DISTU1B ,BPD190325-021697,I/P
1145,1,NaN,03/25/2019,06:59:29, Disturbance ,DISTU1B ,BPD190325-021716,I/P
1146,1,20190325-0003152,03/25/2019,09:17:42,Trespassing ,TRESP1B,BPD190325-021743,I/P
1147,1,NaN,03/25/2019,10:30:34, Disturbance ,DISTU1B ,BPD190325-021761,I/P
1148,1,20190325-0003158,03/25/2019,12:09:34,Suspicious ,SUSPI1B,BPD190325-021795,I/P
1149,1,NaN,03/25/2019,13:36:17,Trespassing ,TRESP1B,BPD190325-021828,I/P
1150,1,NaN,03/25/2019,16:05:37,Trespassing ,TRESP1B,BPD190325-021870,I/P
1151,1,20190325-0003168,03/25/2019,16:21:57,Weapon ,WEAPO1B,BPD190325-021872,I/P
1152,1,NaN,03/25/2019,17:31:45, Disturbance ,DISTU1B ,BPD190325-021894,I/P
1153,1,NaN,03/25/2019,18:11:04,Harassment ,HARAS1B,BPD190325-021904,I/P
1154,1,NaN,03/25/2019,19:19:25, Disturbance ,DISTU1B ,BPD190325-021912,I/P
1155,1,20190325-0003175,03/25/2019,20:55:30, Disturbance ,DISTU1B ,BPD190325-021928,I/P
1156,1,NaN,03/25/2019,21:43:10,Trespassing ,TRESP1B,BPD190325-021936,I/P
1157,1,NaN,03/26/2019,00:00:57,Trespassing ,TRESP1B,BPD190326-021947,I/P
1158,1,NaN,03/26/2019,03:17:27, Disturbance ,DISTU1B ,BPD190326-021960,I/P
1159,1,NaN,03/26/2019,08:33:29, Disturbance ,DISTU1B ,BPD190326-021981,I/P
1160,1,20190326-0003187,03/26/2019,09:24:03,Trespassing ,TRESP1B,BPD190326-021992,I/P
1161,1,NaN,03/26/2019,10:25:29, Disturbance ,DISTU1B ,BPD190326-022012,I/P
1162,1,20190326-0003194,03/26/2019,11:47:38,Indecent Exposure ,INEXP1B,BPD190326-022056,I/P
1163,1,20190326-0003199,03/26/2019,14:17:44,Suspicious ,SUSPI1B,BPD190326-021995,I/P
1164,1,NaN,03/26/2019,16:52:35, Disturbance ,DISTU1B ,BPD190326-022146,I/P
1165,1,NaN,03/26/2019,17:32:13,Trespassing ,TRESP1B,BPD190326-022159,I/P
1166,1,NaN,03/26/2019,18:25:42,Suspicious ,SUSPI1B,BPD190326-022170,I/P
1167,1,NaN,03/26/2019,19:09:35, Disturbance ,DISTU1B ,BPD190326-022178,I/P
1168,1,NaN,03/26/2019,19:53:12,Suspicious ,SUSPI1B,BPD190326-022183,I/P
1169,1,20190326-0003213,03/26/2019,21:51:58, Disturbance ,DISTU1B ,BPD190326-022195,I/P
1170,1,20190327-0003219,03/27/2019,01:51:16,Harassment ,HARAS1B,BPD190327-022218,I/P
1171,1,NaN,03/27/2019,07:38:38,Suspicious ,SUSPI1B,BPD190327-022239,I/P
1172,1,NaN,03/27/2019,09:03:54,Suspicious ,SUSPI1B,BPD190327-022260,I/P
1173,1,20190327-0003229,03/27/2019,11:22:30,Trespassing ,TRESP1B,BPD190327-022316,I/P
1174,1,NaN,03/27/2019,11:52:05,Suspicious ,SUSPI1B,BPD190327-022325,I/P
1175,1,20190327-0003237,03/27/2019,14:36:21,Suspicious ,SUSPI1B,BPD190327-022372,I/P
1176,1,20190327-0003236,03/27/2019,14:38:18,Weapon ,WEAPO1B,BPD190327-022373,I/P
1177,1,NaN,03/27/2019,15:28:30,Trespassing ,TRESP1B,BPD190327-022385,I/P
1178,1,NaN,03/27/2019,17:51:19, Disturbance ,DISTU1B ,BPD190327-022423,I/P
1179,1,20190327-0003252,03/27/2019,18:10:16,Trespassing ,TRESP1B,BPD190327-022429,I/P
1180,1,20190327-0003256,03/27/2019,22:28:12,Trespassing ,TRESP1B,BPD190327-022468,I/P
1181,1,20190328-0003258,03/28/2019,00:16:00, Disturbance ,DISTU1B ,BPD190328-022484,I/P
1182,1,NaN,03/28/2019,04:09:48,Suspicious ,SUSPI1B,BPD190328-022494,I/P
1183,1,NaN,03/28/2019,09:57:00, Disturbance ,DISTU1B ,BPD190328-022538,I/P
1184,1,NaN,03/28/2019,10:33:00,Trespassing ,TRESP1B,BPD190328-022547,I/P
1185,1,NaN,03/28/2019,06:37:54,Trespassing ,TRESP1B,BPD190328-022500,I/P
1186,1,NaN,03/28/2019,08:33:35,Trespassing ,TRESP1B,BPD190328-022519,I/P
1187,1,20190328-0003267,03/28/2019,11:20:30,Fraud ,FRAUD1B,BPD190328-022564,I/P
1188,1,NaN,03/28/2019,12:34:54, Disturbance ,DISTU1B ,BPD190328-022588,I/P
1189,1,NaN,03/28/2019,12:57:40,Suspicious ,SUSPI1B,BPD190328-022600,I/P
1190,1,NaN,03/28/2019,14:44:00,Suspicious ,SUSPI1B,BPD190328-022635,I/P
1191,1,NaN,03/28/2019,15:48:23, Disturbance ,DISTU1B ,BPD190328-022652,I/P
1192,1,NaN,03/28/2019,16:21:35, Disturbance ,DISTU1B ,BPD190328-022663,I/P
1193,1,NaN,03/28/2019,18:55:32, Disturbance ,DISTU1B ,BPD190328-022696,I/P
1194,1,NaN,03/28/2019,20:59:48,Harassment ,HARAS1B,BPD190328-022721,I/P
1195,1,20190328-0003297,03/28/2019,23:20:55,Trespassing ,TRESP1B,BPD190328-022737,I/P
1196,1,20190329-0003299,03/28/2019,23:37:51,Suspicious ,SUSPI1B,BPD190328-022738,I/P
1197,1,NaN,03/28/2019,23:52:00,Trespassing ,TRESP1B,BPD190328-022739,I/P
1198,1,NaN,03/28/2019,20:21:54, Disturbance ,DISTU1B ,BPD190328-022715,I/P
1199,1,NaN,03/30/2019,03:56:39,Suspicious ,SUSPI1B,BPD190330-022947,I/P
1200,1,20190330-0003334,03/30/2019,07:17:20,Assault ,ASSAU1B,BPD190330-022959,I/P
1201,1,20190330-0003335,03/30/2019,07:30:47,Trespassing ,TRESP1B,BPD190330-022961,I/P
1202,1,20190330-0003338,03/30/2019,08:13:40, Disturbance ,DISTU1B ,BPD190330-022968,I/P
1203,1,20190330-0003345,03/30/2019,12:15:08,Suspicious ,SUSPI1B,BPD190330-023020,I/P
1204,1,NaN,03/30/2019,12:41:49, Disturbance ,DISTU1B ,BPD190330-023027,I/P
1205,1,20190330-0003352,03/30/2019,13:15:01, Disturbance ,DISTU1B ,BPD190330-023034,I/P
1206,1,NaN,03/30/2019,14:24:55,Trespassing ,TRESP1B,BPD190330-023048,I/P
1207,1,NaN,03/30/2019,15:07:34, Disturbance ,DISTU1B ,BPD190330-023064,I/P
1208,1,NaN,03/30/2019,16:34:48,Suspicious ,SUSPI1B,BPD190330-023093,I/P
1209,1,NaN,03/30/2019,18:56:04, Disturbance ,DISTU1B ,BPD190330-023116,I/P
1210,1,NaN,03/30/2019,18:57:36,Trespassing ,TRESP1B,BPD190330-023117,I/P
1211,1,NaN,03/30/2019,22:19:07,Shots Heard ,SHOTS1B,BPD190330-023144,I/P
1212,1,NaN,03/30/2019,22:37:33,Trespassing ,TRESP1B,BPD190330-023148,I/P
1213,1,NaN,03/30/2019,22:47:59,Suspicious ,SUSPI1B,BPD190330-023149,I/P
1214,1,NaN,03/31/2019,07:11:00,Suspicious ,SUSPI1B,BPD190331-023197,I/P
1215,1,NaN,03/31/2019,08:20:17, Disturbance ,DISTU1B ,BPD190331-023203,I/P
1216,1,NaN,03/31/2019,11:10:03, Criminal Mis ,CRMIS1B ,BPD190331-023246,I/P
1217,1,NaN,03/31/2019,17:31:21,Suspicious ,SUSPI1B,BPD190331-023342,I/P
1218,1,NaN,03/31/2019,16:53:54, Criminal Mis ,CRMIS1B ,BPD190331-023337,I/P
1219,1,20190331-0003397,03/31/2019,19:29:13, Disturbance ,DISTU1B ,BPD190331-023358,I/P
1220,1,NaN,03/31/2019,21:57:49,Suspicious ,SUSPI1B,BPD190331-023377,I/P
1221,1,NaN,04/01/2019,00:55:31,Trespassing ,TRESP1B,BPD190401-023402,I/P
1222,1,20190401-0003405,04/01/2019,01:30:22,Suspicious ,SUSPI1B,BPD190401-023403,I/P
1223,1,20190331-0003401,03/31/2019,22:22:03,Trespassing ,TRESP1B,BPD190331-023387,I/P
1224,1,NaN,03/31/2019,23:59:17,Suspicious ,SUSPI1B,BPD190331-023398,I/P
1225,1,NaN,04/01/2019,10:52:28,Trespassing ,TRESP1B,BPD190401-023496,I/P
1226,1,20190401-0003427,04/01/2019,14:04:46, Disturbance ,DISTU1B ,BPD190401-023570,I/P
1227,1,NaN,04/01/2019,14:16:12,Trespassing ,TRESP1B,BPD190401-023573,I/P
